postcode,state,year,month,date,mean_price_cents,n_observations,n_unique_stations
2527,NSW,2019,10,2019-10-15,153.4634,112,9
2527,NSW,2020,10,2020-10-15,112.9074,27,6
2527,NSW,2021,10,2021-10-15,175.15,24,6
2527,NSW,2022,10,2022-10-15,176.3939,49,7
2527,NSW,2023,10,2023-10-15,195.3987,78,7
2527,NSW,2019,9,2019-09-15,142.1557,79,9
2527,NSW,2020,9,2020-09-15,128.3505,109,7
2527,NSW,2022,9,2022-09-15,168.9703,74,6
2527,NSW,2023,9,2023-09-15,207.1702,57,7
2527,NSW,2018,12,2018-12-15,126.8948,385,9
2527,NSW,2019,2,2019-02-15,126.638,79,8
2527,NSW,2019,1,2019-01-15,124.9781,128,9
2527,NSW,2019,6,2019-06-15,141.9444,27,8
2527,NSW,2018,11,2018-11-15,131.1228,338,9
2527,NSW,2016,12,2016-12-15,126.3937,96,8
2527,NSW,2017,4,2017-04-15,125.6901,162,7
2527,NSW,2017,2,2017-02-15,127.6177,79,8
2527,NSW,2017,1,2017-01-15,129.1867,180,8
2527,NSW,2017,3,2017-03-15,119.6462,208,8
2527,NSW,2018,4,2018-04-15,137.4889,235,8
2527,NSW,2019,8,2019-08-15,139.7402,117,9
2527,NSW,2017,8,2017-08-15,121.4981,375,8
2527,NSW,2018,8,2018-08-15,146.9355,335,9
2527,NSW,2017,12,2017-12-15,132.3525,179,8
2527,NSW,2018,2,2018-02-15,138.5255,157,8
2527,NSW,2018,1,2018-01-15,138.5443,115,8
2527,NSW,2019,7,2019-07-15,148.5691,68,9
2527,NSW,2017,7,2017-07-15,112.8351,259,8
2527,NSW,2017,6,2017-06-15,124.165,203,8
2527,NSW,2018,3,2018-03-15,136.1419,234,8
2527,NSW,2017,5,2017-05-15,124.7557,203,8
2527,NSW,2017,11,2017-11-15,138.324,154,8
2527,NSW,2017,10,2017-10-15,133.1765,153,8
2527,NSW,2017,9,2017-09-15,133.9728,312,8
2259,NSW,2024,4,2024-04-15,191.0458,441,27
2259,NSW,2025,4,2025-04-15,170.405,398,21
2259,NSW,2024,8,2024-08-15,187.3243,555,26
2259,NSW,2025,8,2025-08-15,165.9998,402,22
2259,NSW,2024,12,2024-12-15,190.0935,356,26
2259,NSW,2025,12,2025-12-15,167.0159,509,20
2259,NSW,2024,2,2024-02-15,183.4016,380,22
2259,NSW,2024,1,2024-01-15,175.0235,451,21
2259,NSW,2026,1,2026-01-15,156.9157,407,18
2259,NSW,2024,6,2024-06-15,177.2987,458,27
2259,NSW,2024,3,2024-03-15,185.7477,488,22
2259,NSW,2024,5,2024-05-15,187.1803,687,27
2259,NSW,2025,5,2025-05-15,158.5062,388,25
2259,NSW,2024,11,2024-11-15,166.115,480,25
2259,NSW,2025,11,2025-11-15,168.2761,394,23
2259,NSW,2024,9,2024-09-15,170.3748,659,27
2259,NSW,2023,12,2023-12-15,179.5555,407,24
2259,NSW,2023,11,2023-11-15,186.3367,455,24
2259,NSW,2019,4,2019-04-15,142.3159,63,21
2259,NSW,2020,4,2020-04-15,96.786,157,24
2259,NSW,2021,4,2021-04-15,121.5959,74,10
2259,NSW,2022,4,2022-04-15,176.0978,138,25
2259,NSW,2023,4,2023-04-15,180.6055,109,15
2259,NSW,2020,8,2020-08-15,115.5231,26,12
2259,NSW,2021,8,2021-08-15,150.8,31,15
2259,NSW,2022,8,2022-08-15,157.7448,183,23
2259,NSW,2019,12,2019-12-15,139.6765,102,23
2259,NSW,2020,12,2020-12-15,124.7297,239,23
2259,NSW,2022,12,2022-12-15,179.913,215,24
2259,NSW,2021,12,2021-12-15,144.5836,128,17
2259,NSW,2020,2,2020-02-15,133.2327,107,21
2259,NSW,2021,2,2021-02-15,134.9852,183,23
2259,NSW,2023,2,2023-02-15,185.5258,62,20
2259,NSW,2022,2,2022-02-15,174.2632,57,21
2259,NSW,2020,1,2020-01-15,134.1777,121,25
2259,NSW,2021,1,2021-01-15,117.9537,188,22
2259,NSW,2023,1,2023-01-15,179.6155,97,22
2259,NSW,2022,1,2022-01-15,158.8678,152,21
2259,NSW,2020,7,2020-07-15,117.6077,52,26
2259,NSW,2021,7,2021-07-15,158.151,100,22
2259,NSW,2022,7,2022-07-15,184.7409,626,26
2259,NSW,2023,7,2023-07-15,180.1292,212,23
2259,NSW,2020,6,2020-06-15,114.3115,96,21
2259,NSW,2021,6,2021-06-15,127.6104,134,16
2259,NSW,2022,6,2022-06-15,199.9018,770,26
2259,NSW,2023,6,2023-06-15,176.6757,214,24
2259,NSW,2020,3,2020-03-15,113.1756,193,25
2259,NSW,2021,3,2021-03-15,130.4789,190,23
2259,NSW,2023,3,2023-03-15,182.8446,177,17
2259,NSW,2022,3,2022-03-15,192.0233,150,26
2259,NSW,2020,5,2020-05-15,103.4254,201,24
2259,NSW,2021,5,2021-05-15,130.7233,172,20
2259,NSW,2022,5,2022-05-15,191.2747,308,26
2259,NSW,2023,5,2023-05-15,173.9171,293,23
2259,NSW,2019,11,2019-11-15,143.5104,279,24
2259,NSW,2020,11,2020-11-15,113.7398,364,24
2259,NSW,2021,11,2021-11-15,153.0671,234,17
2259,NSW,2022,11,2022-11-15,197.9869,176,24
2259,NSW,2019,10,2019-10-15,135.7901,243,22
2259,NSW,2020,10,2020-10-15,120.0652,267,24
2259,NSW,2021,10,2021-10-15,163.4776,165,25
2259,NSW,2022,10,2022-10-15,176.8207,116,19
2259,NSW,2023,10,2023-10-15,200.0167,300,23
2259,NSW,2019,9,2019-09-15,141.0797,187,26
2259,NSW,2020,9,2020-09-15,118.9212,231,22
2259,NSW,2022,9,2022-09-15,161.396,149,24
2259,NSW,2023,9,2023-09-15,207.7412,274,23
2259,NSW,2021,9,2021-09-15,148.0556,36,16
2259,NSW,2018,12,2018-12-15,125.1347,605,24
2259,NSW,2019,2,2019-02-15,126.7066,183,21
2259,NSW,2019,1,2019-01-15,118.2238,366,25
2259,NSW,2019,6,2019-06-15,131.5409,225,22
2259,NSW,2018,11,2018-11-15,141.2488,726,23
2259,NSW,2016,12,2016-12-15,119.8736,296,22
2259,NSW,2017,4,2017-04-15,128.0161,342,22
2259,NSW,2017,2,2017-02-15,119.5192,219,17
2259,NSW,2017,1,2017-01-15,131.7646,342,22
2259,NSW,2017,3,2017-03-15,116.9375,299,24
2259,NSW,2018,4,2018-04-15,132.852,506,25
2259,NSW,2019,8,2019-08-15,136.8702,235,22
2259,NSW,2017,8,2017-08-15,123.9227,678,23
2259,NSW,2018,8,2018-08-15,140.99,361,23
2259,NSW,2017,12,2017-12-15,133.1546,526,25
2259,NSW,2018,2,2018-02-15,128.9281,602,21
2259,NSW,2018,1,2018-01-15,120.9588,381,19
2259,NSW,2019,7,2019-07-15,141.5608,250,24
2259,NSW,2017,7,2017-07-15,115.1115,489,23
2259,NSW,2017,6,2017-06-15,125.8787,361,22
2259,NSW,2018,3,2018-03-15,122.2731,505,22
2259,NSW,2017,5,2017-05-15,119.5142,212,22
2259,NSW,2017,11,2017-11-15,130.2551,254,20
2259,NSW,2017,10,2017-10-15,129.6494,174,25
2259,NSW,2017,9,2017-09-15,120.1492,439,19
2250,NSW,2024,4,2024-04-15,214.8744,348,17
2250,NSW,2025,4,2025-04-15,167.8196,286,16
2250,NSW,2024,8,2024-08-15,184.9421,662,20
2250,NSW,2025,8,2025-08-15,172.0263,665,19
2250,NSW,2024,12,2024-12-15,198.8847,261,20
2250,NSW,2025,12,2025-12-15,164.4274,328,18
2250,NSW,2024,2,2024-02-15,201.7762,471,18
2250,NSW,2024,1,2024-01-15,186.3871,271,18
2250,NSW,2026,1,2026-01-15,155.8284,377,20
2250,NSW,2024,6,2024-06-15,194.336,494,17
2250,NSW,2024,3,2024-03-15,217.2851,348,20
2250,NSW,2024,5,2024-05-15,196.8945,722,19
2250,NSW,2025,5,2025-05-15,160.617,229,20
2250,NSW,2024,11,2024-11-15,169.0951,690,18
2250,NSW,2025,11,2025-11-15,172.1101,557,18
2250,NSW,2024,9,2024-09-15,168.2098,753,20
2250,NSW,2023,12,2023-12-15,192.1568,222,19
2250,NSW,2023,11,2023-11-15,206.4002,471,18
2250,NSW,2019,4,2019-04-15,143.9862,58,12
2250,NSW,2020,4,2020-04-15,98.6486,144,15
2250,NSW,2021,4,2021-04-15,125.7284,116,14
2250,NSW,2022,4,2022-04-15,178.8474,116,18
2250,NSW,2023,4,2023-04-15,190.0792,48,13
2250,NSW,2020,8,2020-08-15,114.5476,84,13
2250,NSW,2021,8,2021-08-15,160.5138,29,16
2250,NSW,2022,8,2022-08-15,162.6325,151,17
2250,NSW,2019,12,2019-12-15,141.3174,149,14
2250,NSW,2020,12,2020-12-15,125.5745,145,14
2250,NSW,2022,12,2022-12-15,186.3212,85,13
2250,NSW,2021,12,2021-12-15,158.1481,27,10
2250,NSW,2020,2,2020-02-15,138.0824,216,13
2250,NSW,2021,2,2021-02-15,136.4884,138,15
2250,NSW,2023,2,2023-02-15,192.6885,52,14
2250,NSW,2022,2,2022-02-15,179.7824,34,15
2250,NSW,2020,1,2020-01-15,144.9913,127,14
2250,NSW,2021,1,2021-01-15,121.4965,170,14
2250,NSW,2023,1,2023-01-15,177.7415,65,14
2250,NSW,2022,1,2022-01-15,181.5891,46,18
2250,NSW,2020,7,2020-07-15,111.7747,91,15
2250,NSW,2021,7,2021-07-15,163.4689,45,17
2250,NSW,2022,7,2022-07-15,195.4245,665,18
2250,NSW,2023,7,2023-07-15,188.3,108,15
2250,NSW,2020,6,2020-06-15,118.6559,102,15
2250,NSW,2021,6,2021-06-15,142.5078,102,17
2250,NSW,2022,6,2022-06-15,208.3512,606,19
2250,NSW,2023,6,2023-06-15,185.0098,173,16
2250,NSW,2020,3,2020-03-15,117.4826,115,15
2250,NSW,2021,3,2021-03-15,132.0774,133,15
2250,NSW,2023,3,2023-03-15,188.8085,94,10
2250,NSW,2022,3,2022-03-15,192.9863,80,19
2250,NSW,2020,5,2020-05-15,107.7018,109,15
2250,NSW,2021,5,2021-05-15,142.5351,74,9
2250,NSW,2022,5,2022-05-15,198.6914,186,18
2250,NSW,2023,5,2023-05-15,173.7582,184,14
2250,NSW,2019,11,2019-11-15,146.485,213,13
2250,NSW,2020,11,2020-11-15,119.5902,348,14
2250,NSW,2021,11,2021-11-15,160.7523,88,13
2250,NSW,2022,11,2022-11-15,201.0667,66,13
2250,NSW,2019,10,2019-10-15,138.6569,144,15
2250,NSW,2020,10,2020-10-15,123.1428,138,14
2250,NSW,2021,10,2021-10-15,159.8141,71,19
2250,NSW,2022,10,2022-10-15,179.7644,59,14
2250,NSW,2023,10,2023-10-15,207.481,179,12
2250,NSW,2019,9,2019-09-15,141.9517,143,13
2250,NSW,2020,9,2020-09-15,126.12,200,14
2250,NSW,2022,9,2022-09-15,158.0888,89,14
2250,NSW,2023,9,2023-09-15,210.1642,187,15
2250,NSW,2021,9,2021-09-15,149.15,46,15
2250,NSW,2018,12,2018-12-15,120.0541,375,15
2250,NSW,2019,2,2019-02-15,127.5,135,13
2250,NSW,2019,1,2019-01-15,123.2639,230,16
2250,NSW,2019,6,2019-06-15,135.0671,152,15
2250,NSW,2018,11,2018-11-15,139.4365,337,14
2250,NSW,2016,12,2016-12-15,125.1282,259,13
2250,NSW,2017,4,2017-04-15,130.4059,170,11
2250,NSW,2017,2,2017-02-15,132.6526,293,11
2250,NSW,2017,1,2017-01-15,140.155,351,13
2250,NSW,2017,3,2017-03-15,123.1845,58,13
2250,NSW,2018,4,2018-04-15,140.4988,346,15
2250,NSW,2019,8,2019-08-15,137.4531,175,13
2250,NSW,2017,8,2017-08-15,116.3221,784,13
2250,NSW,2018,8,2018-08-15,143.1303,458,10
2250,NSW,2017,12,2017-12-15,133.4516,366,15
2250,NSW,2018,2,2018-02-15,135.1377,355,10
2250,NSW,2018,1,2018-01-15,135.4774,363,11
2250,NSW,2019,7,2019-07-15,135.986,164,14
2250,NSW,2017,7,2017-07-15,108.8037,298,13
2250,NSW,2017,6,2017-06-15,113.0484,182,11
2250,NSW,2018,3,2018-03-15,130.2874,524,12
2250,NSW,2017,5,2017-05-15,122.5279,305,12
2250,NSW,2017,11,2017-11-15,128.1874,636,14
2250,NSW,2017,10,2017-10-15,123.4144,180,12
2250,NSW,2017,9,2017-09-15,113.8681,452,13
2830,NSW,2024,4,2024-04-15,204.4401,177,13
2830,NSW,2025,4,2025-04-15,173.2755,49,13
2830,NSW,2024,8,2024-08-15,176.1681,144,16
2830,NSW,2025,8,2025-08-15,175.1976,123,13
2830,NSW,2024,12,2024-12-15,173.777,174,16
2830,NSW,2025,12,2025-12-15,173.4241,54,13
2830,NSW,2024,2,2024-02-15,200.4416,185,14
2830,NSW,2024,1,2024-01-15,182.7037,322,14
2830,NSW,2026,1,2026-01-15,171.8082,49,14
2830,NSW,2024,6,2024-06-15,186.3488,205,16
2830,NSW,2024,3,2024-03-15,199.7593,54,13
2830,NSW,2024,5,2024-05-15,191.0314,226,14
2830,NSW,2025,5,2025-05-15,169.249,49,12
2830,NSW,2024,11,2024-11-15,167.4621,145,15
2830,NSW,2025,11,2025-11-15,171.378,50,14
2830,NSW,2024,9,2024-09-15,168.0208,231,16
2830,NSW,2023,12,2023-12-15,175.1442,154,15
2830,NSW,2023,11,2023-11-15,184.6512,201,15
2830,NSW,2019,4,2019-04-15,140.0333,12,8
2830,NSW,2020,4,2020-04-15,115.5293,58,12
2830,NSW,2021,4,2021-04-15,136.025,4,2
2830,NSW,2022,4,2022-04-15,175.9625,64,12
2830,NSW,2023,4,2023-04-15,186.3308,39,11
2830,NSW,2020,8,2020-08-15,116.7667,15,6
2830,NSW,2021,8,2021-08-15,155.2,6,5
2830,NSW,2022,8,2022-08-15,187.6923,52,11
2830,NSW,2019,12,2019-12-15,147.025,4,4
2830,NSW,2020,12,2020-12-15,118.4273,11,7
2830,NSW,2022,12,2022-12-15,187.5133,30,8
2830,NSW,2021,12,2021-12-15,163.9,1,1
2830,NSW,2020,2,2020-02-15,144.21,20,12
2830,NSW,2021,2,2021-02-15,127.5933,30,12
2830,NSW,2023,2,2023-02-15,177.3211,19,9
2830,NSW,2022,2,2022-02-15,175.18,40,13
2830,NSW,2020,1,2020-01-15,145.6714,7,7
2830,NSW,2021,1,2021-01-15,120.9115,26,10
2830,NSW,2023,1,2023-01-15,175.2828,58,9
2830,NSW,2022,1,2022-01-15,166.16,10,9
2830,NSW,2020,7,2020-07-15,114.66,10,7
2830,NSW,2021,7,2021-07-15,152.5273,22,9
2830,NSW,2022,7,2022-07-15,201.1171,76,14
2830,NSW,2023,7,2023-07-15,187.7354,79,10
2830,NSW,2020,6,2020-06-15,116.3621,29,12
2830,NSW,2021,6,2021-06-15,147.1303,33,10
2830,NSW,2022,6,2022-06-15,199.8486,280,14
2830,NSW,2023,6,2023-06-15,180.4333,15,3
2830,NSW,2020,3,2020-03-15,137.7171,35,12
2830,NSW,2021,3,2021-03-15,136.0045,44,10
2830,NSW,2023,3,2023-03-15,180.3844,45,11
2830,NSW,2022,3,2022-03-15,190.8862,87,14
2830,NSW,2020,5,2020-05-15,103.2846,39,13
2830,NSW,2021,5,2021-05-15,142.5615,13,6
2830,NSW,2022,5,2022-05-15,184.3989,183,14
2830,NSW,2023,5,2023-05-15,181.8136,81,11
2830,NSW,2019,11,2019-11-15,146.1583,12,3
2830,NSW,2020,11,2020-11-15,114.9,3,2
2830,NSW,2021,11,2021-11-15,164.46,5,4
2830,NSW,2022,11,2022-11-15,197.8185,54,10
2830,NSW,2019,10,2019-10-15,149.1083,12,5
2830,NSW,2020,10,2020-10-15,116.9,2,1
2830,NSW,2021,10,2021-10-15,161.3231,26,10
2830,NSW,2022,10,2022-10-15,183.9615,39,10
2830,NSW,2023,10,2023-10-15,197.9875,96,13
2830,NSW,2019,9,2019-09-15,146.2828,29,10
2830,NSW,2020,9,2020-09-15,115.14,5,4
2830,NSW,2022,9,2022-09-15,182.4862,29,12
2830,NSW,2023,9,2023-09-15,203.8973,75,11
2830,NSW,2021,9,2021-09-15,154.7,2,1
2830,NSW,2018,12,2018-12-15,140.3288,153,10
2830,NSW,2019,2,2019-02-15,128.1333,12,6
2830,NSW,2019,1,2019-01-15,130.5733,45,10
2830,NSW,2019,6,2019-06-15,141.7182,22,7
2830,NSW,2018,11,2018-11-15,156.3638,69,9
2830,NSW,2016,12,2016-12-15,131.5752,206,4
2830,NSW,2017,4,2017-04-15,131.5667,6,4
2830,NSW,2017,2,2017-02-15,139.3188,69,10
2830,NSW,2017,1,2017-01-15,139.9195,257,10
2830,NSW,2017,3,2017-03-15,135.7094,64,10
2830,NSW,2018,4,2018-04-15,143.7947,75,9
2830,NSW,2019,8,2019-08-15,140.9179,28,9
2830,NSW,2017,8,2017-08-15,129.4463,164,4
2830,NSW,2018,8,2018-08-15,150.3225,40,5
2830,NSW,2017,12,2017-12-15,136.3318,22,6
2830,NSW,2018,2,2018-02-15,133.9,5,1
2830,NSW,2018,1,2018-01-15,137.9,15,2
2830,NSW,2019,7,2019-07-15,141.9194,31,11
2830,NSW,2017,7,2017-07-15,129.7509,112,4
2830,NSW,2017,6,2017-06-15,130.4593,59,8
2830,NSW,2018,3,2018-03-15,137.6565,23,4
2830,NSW,2017,5,2017-05-15,131.5286,14,5
2830,NSW,2017,11,2017-11-15,135.4053,19,6
2830,NSW,2017,10,2017-10-15,134.9129,31,7
2830,NSW,2017,9,2017-09-15,128.4896,144,9
2330,NSW,2024,4,2024-04-15,216.3489,221,10
2330,NSW,2025,4,2025-04-15,164.543,391,10
2330,NSW,2024,8,2024-08-15,202.3087,184,10
2330,NSW,2025,8,2025-08-15,163.4214,112,9
2330,NSW,2024,12,2024-12-15,201.5825,80,10
2330,NSW,2025,12,2025-12-15,174.0818,44,4
2330,NSW,2024,2,2024-02-15,213.9722,97,11
2330,NSW,2024,1,2024-01-15,203.4909,197,10
2330,NSW,2026,1,2026-01-15,173.1216,37,8
2330,NSW,2024,6,2024-06-15,204.0225,200,10
2330,NSW,2024,3,2024-03-15,221.2273,99,9
2330,NSW,2024,5,2024-05-15,199.585,294,11
2330,NSW,2025,5,2025-05-15,168.2188,69,6
2330,NSW,2024,11,2024-11-15,197.089,109,9
2330,NSW,2025,11,2025-11-15,173.7784,74,9
2330,NSW,2024,9,2024-09-15,192.296,200,11
2330,NSW,2023,12,2023-12-15,206.4459,98,10
2330,NSW,2023,11,2023-11-15,201.8216,250,11
2330,NSW,2019,4,2019-04-15,144.6818,11,5
2330,NSW,2020,4,2020-04-15,103.8265,49,11
2330,NSW,2021,4,2021-04-15,134.0556,9,7
2330,NSW,2022,4,2022-04-15,180.3645,124,11
2330,NSW,2023,4,2023-04-15,201.9082,49,9
2330,NSW,2020,8,2020-08-15,113.59,60,10
2330,NSW,2021,8,2021-08-15,147.7667,3,3
2330,NSW,2022,8,2022-08-15,174.9971,35,8
2330,NSW,2019,12,2019-12-15,138.8765,17,9
2330,NSW,2020,12,2020-12-15,126.4527,131,8
2330,NSW,2022,12,2022-12-15,157.5375,8,4
2330,NSW,2020,2,2020-02-15,142.5833,12,7
2330,NSW,2021,2,2021-02-15,137.8457,70,11
2330,NSW,2023,2,2023-02-15,178.9968,31,8
2330,NSW,2022,2,2022-02-15,177.35,8,5
2330,NSW,2020,1,2020-01-15,140.7368,19,10
2330,NSW,2021,1,2021-01-15,116.5059,34,9
2330,NSW,2023,1,2023-01-15,159.206,134,8
2330,NSW,2022,1,2022-01-15,176.0455,22,8
2330,NSW,2020,7,2020-07-15,123.8,19,9
2330,NSW,2021,7,2021-07-15,145.9,1,1
2330,NSW,2022,7,2022-07-15,204.392,150,10
2330,NSW,2023,7,2023-07-15,198.2512,41,9
2330,NSW,2020,6,2020-06-15,120.0238,21,9
2330,NSW,2021,6,2021-06-15,148.1111,18,8
2330,NSW,2022,6,2022-06-15,206.2231,364,11
2330,NSW,2023,6,2023-06-15,191.1691,81,8
2330,NSW,2020,3,2020-03-15,126.587,46,10
2330,NSW,2021,3,2021-03-15,132.6481,54,9
2330,NSW,2023,3,2023-03-15,181.8451,51,9
2330,NSW,2022,3,2022-03-15,194.6,47,11
2330,NSW,2020,5,2020-05-15,100.9208,24,10
2330,NSW,2021,5,2021-05-15,152.62,20,9
2330,NSW,2022,5,2022-05-15,194.3398,161,11
2330,NSW,2023,5,2023-05-15,183.6818,77,11
2330,NSW,2019,11,2019-11-15,140.8556,9,6
2330,NSW,2020,11,2020-11-15,116.2869,275,10
2330,NSW,2021,11,2021-11-15,178.6333,6,6
2330,NSW,2022,11,2022-11-15,190.5462,39,8
2330,NSW,2019,10,2019-10-15,140.1267,15,8
2330,NSW,2020,10,2020-10-15,126.9766,107,9
2330,NSW,2021,10,2021-10-15,162.5417,24,10
2330,NSW,2022,10,2022-10-15,179.5,45,8
2330,NSW,2023,10,2023-10-15,199.2556,27,8
2330,NSW,2019,9,2019-09-15,141.1909,11,7
2330,NSW,2020,9,2020-09-15,118.0675,117,9
2330,NSW,2022,9,2022-09-15,178.116,25,9
2330,NSW,2023,9,2023-09-15,213.9955,111,8
2330,NSW,2018,12,2018-12-15,133.494,116,11
2330,NSW,2019,2,2019-02-15,129.0405,37,7
2330,NSW,2019,1,2019-01-15,129.5966,29,10
2330,NSW,2019,6,2019-06-15,137.925,16,8
2330,NSW,2018,11,2018-11-15,149.2822,107,11
2330,NSW,2016,12,2016-12-15,128.7684,19,5
2330,NSW,2017,4,2017-04-15,129.3789,57,7
2330,NSW,2017,2,2017-02-15,139.8143,14,7
2330,NSW,2017,1,2017-01-15,141.5514,37,9
2330,NSW,2017,3,2017-03-15,135.8326,43,9
2330,NSW,2018,4,2018-04-15,145.2173,52,11
2330,NSW,2019,8,2019-08-15,135.4905,42,9
2330,NSW,2017,8,2017-08-15,128.1978,183,8
2330,NSW,2018,8,2018-08-15,149.7161,31,6
2330,NSW,2017,12,2017-12-15,145.5814,43,8
2330,NSW,2018,2,2018-02-15,144.5676,34,5
2330,NSW,2018,1,2018-01-15,145.8391,46,7
2330,NSW,2019,7,2019-07-15,133.74,30,7
2330,NSW,2017,7,2017-07-15,120.9477,107,8
2330,NSW,2017,6,2017-06-15,133.4082,61,6
2330,NSW,2018,3,2018-03-15,139.0489,45,6
2330,NSW,2017,5,2017-05-15,132.014,57,8
2330,NSW,2017,11,2017-11-15,139.7571,14,8
2330,NSW,2017,10,2017-10-15,136.4393,28,8
2330,NSW,2017,9,2017-09-15,131.6,134,5
2590,NSW,2024,4,2024-04-15,192.4517,29,6
2590,NSW,2025,4,2025-04-15,179.4,6,5
2590,NSW,2024,8,2024-08-15,176.8556,90,5
2590,NSW,2025,8,2025-08-15,176.9,1,1
2590,NSW,2024,12,2024-12-15,178.65,12,4
2590,NSW,2025,12,2025-12-15,177.7182,11,5
2590,NSW,2024,2,2024-02-15,192.9952,21,5
2590,NSW,2024,1,2024-01-15,183.9968,31,5
2590,NSW,2026,1,2026-01-15,173.3286,7,3
2590,NSW,2024,6,2024-06-15,179.4556,90,6
2590,NSW,2024,3,2024-03-15,192.3286,14,6
2590,NSW,2024,5,2024-05-15,186.2725,102,6
2590,NSW,2025,5,2025-05-15,176.9,6,4
2590,NSW,2024,11,2024-11-15,175.2,10,5
2590,NSW,2025,11,2025-11-15,175.9,2,2
2590,NSW,2024,9,2024-09-15,169.0852,81,5
2590,NSW,2023,12,2023-12-15,188.5667,39,5
2590,NSW,2023,11,2023-11-15,198.1632,19,5
2590,NSW,2019,4,2019-04-15,134.1,30,5
2590,NSW,2020,4,2020-04-15,125.6762,42,5
2590,NSW,2021,4,2021-04-15,132.4,2,1
2590,NSW,2022,4,2022-04-15,188.94,25,6
2590,NSW,2023,4,2023-04-15,186.4,8,6
2590,NSW,2020,8,2020-08-15,118.7,10,1
2590,NSW,2021,8,2021-08-15,144.4,4,3
2590,NSW,2022,8,2022-08-15,184.1381,21,6
2590,NSW,2019,12,2019-12-15,137.9353,34,1
2590,NSW,2020,12,2020-12-15,117.3,5,3
2590,NSW,2022,12,2022-12-15,182.4,2,2
2590,NSW,2020,2,2020-02-15,139.58,30,4
2590,NSW,2021,2,2021-02-15,125.7538,13,4
2590,NSW,2022,2,2022-02-15,171.8412,17,5
2590,NSW,2020,1,2020-01-15,138.2871,31,3
2590,NSW,2021,1,2021-01-15,120.4,6,4
2590,NSW,2023,1,2023-01-15,182.9,1,1
2590,NSW,2022,1,2022-01-15,164.3545,11,4
2590,NSW,2020,7,2020-07-15,118.15,32,3
2590,NSW,2021,7,2021-07-15,144.7,5,3
