costco_key,state,year,month,date,mean_price_cents,n_observations,n_unique_stations
Lake Macquarie,NSW,2024,3,2024-03-15,204.1115,635,31
Lake Macquarie,NSW,2024,4,2024-04-15,212.2992,390,36
Lake Macquarie,NSW,2024,5,2024-05-15,191.6088,888,36
Lake Macquarie,NSW,2024,6,2024-06-15,198.1678,846,39
Lake Macquarie,NSW,2024,8,2024-08-15,189.5275,767,41
Lake Macquarie,NSW,2024,9,2024-09-15,176.1661,1085,41
Lake Macquarie,NSW,2024,11,2024-11-15,183.3418,970,42
Lake Macquarie,NSW,2024,12,2024-12-15,194.1526,274,37
Lake Macquarie,NSW,2025,4,2025-04-15,182.911,581,38
Lake Macquarie,NSW,2025,5,2025-05-15,173.5459,449,43
Lake Macquarie,NSW,2025,8,2025-08-15,175.2313,332,35
Lake Macquarie,NSW,2025,11,2025-11-15,177.3822,409,30
Lake Macquarie,NSW,2025,12,2025-12-15,175.1686,532,35
Lake Macquarie,NSW,2026,1,2026-01-15,173.9274,277,43
Perth Airport,WA,2018,1,2018-01-15,137.7843,434,14
Perth Airport,WA,2018,2,2018-02-15,137.1974,392,14
Perth Airport,WA,2018,3,2018-03-15,135.3899,434,14
Perth Airport,WA,2018,4,2018-04-15,138.2786,420,14
Perth Airport,WA,2018,5,2018-05-15,146.3069,434,14
Perth Airport,WA,2018,6,2018-06-15,148.1652,420,14
Perth Airport,WA,2018,7,2018-07-15,145.9197,447,15
Perth Airport,WA,2018,8,2018-08-15,142.9816,501,18
Perth Airport,WA,2018,9,2018-09-15,147.6239,540,18
Perth Airport,WA,2018,10,2018-10-15,156.6692,558,18
Perth Airport,WA,2018,11,2018-11-15,144.3257,540,18
Perth Airport,WA,2018,12,2018-12-15,127.6798,579,19
Perth Airport,WA,2019,1,2019-01-15,125.2715,589,19
Perth Airport,WA,2019,2,2019-02-15,127.1797,532,19
Perth Airport,WA,2019,3,2019-03-15,135.4061,589,19
Perth Airport,WA,2019,4,2019-04-15,145.5807,570,19
Perth Airport,WA,2019,5,2019-05-15,148.5372,589,19
Perth Airport,WA,2019,6,2019-06-15,138.0711,581,20
Perth Airport,WA,2019,7,2019-07-15,139.6184,657,22
Perth Airport,WA,2019,8,2019-08-15,138.4337,698,23
Perth Airport,WA,2019,9,2019-09-15,141.2246,690,23
Perth Airport,WA,2019,10,2019-10-15,146.3711,713,23
Perth Airport,WA,2019,11,2019-11-15,145.018,690,23
Perth Airport,WA,2019,12,2019-12-15,145.615,748,25
Perth Airport,WA,2020,1,2020-01-15,143.6583,775,25
Perth Airport,WA,2020,2,2020-02-15,136.0303,725,25
Perth Airport,WA,2020,3,2020-03-15,123.4055,775,25
Perth Airport,WA,2020,4,2020-04-15,100.6083,750,25
Perth Airport,WA,2020,5,2020-05-15,102.1724,775,25
Perth Airport,WA,2020,6,2020-06-15,113.5272,750,25
Perth Airport,WA,2020,7,2020-07-15,119.7573,775,25
Perth Airport,WA,2020,8,2020-08-15,116.6667,775,25
Perth Airport,WA,2020,9,2020-09-15,116.3867,750,25
Perth Airport,WA,2020,10,2020-10-15,116.9826,778,26
Perth Airport,WA,2020,11,2020-11-15,114.8565,780,26
Perth Airport,WA,2020,12,2020-12-15,117.8798,828,27
Perth Airport,WA,2021,1,2021-01-15,121.4233,837,27
Perth Airport,WA,2021,2,2021-02-15,129.4794,756,27
Perth Airport,WA,2021,3,2021-03-15,136.7677,857,28
Perth Airport,WA,2021,4,2021-04-15,138.4734,873,30
Perth Airport,WA,2021,5,2021-05-15,137.7493,955,31
Perth Airport,WA,2021,6,2021-06-15,140.0086,930,31
Perth Airport,WA,2021,7,2021-07-15,148.0199,961,31
Perth Airport,WA,2021,8,2021-08-15,147.7295,1025,34
Perth Airport,WA,2021,9,2021-09-15,151.353,1020,34
Perth Airport,WA,2021,10,2021-10-15,161.2802,1105,38
Perth Airport,WA,2021,11,2021-11-15,166.9056,1110,37
Perth Airport,WA,2021,12,2021-12-15,162.2416,1147,37
Perth Airport,WA,2022,1,2022-01-15,167.6597,1147,37
Perth Airport,WA,2022,2,2022-02-15,179.495,1036,37
Perth Airport,WA,2022,3,2022-03-15,199.0886,1147,37
Perth Airport,WA,2022,4,2022-04-15,169.1946,1110,37
Perth Airport,WA,2022,5,2022-05-15,187.3465,1147,37
Perth Airport,WA,2022,6,2022-06-15,203.8945,1118,38
Perth Airport,WA,2022,7,2022-07-15,189.8048,1203,39
Perth Airport,WA,2022,8,2022-08-15,164.776,1239,40
Perth Airport,WA,2022,9,2022-09-15,163.7047,1212,41
Perth Airport,WA,2022,10,2022-10-15,180.7856,1267,41
Perth Airport,WA,2022,11,2022-11-15,183.7928,1222,41
Perth Airport,WA,2022,12,2022-12-15,170.5644,1284,43
Perth Airport,WA,2023,1,2023-01-15,171.0544,1333,43
Perth Airport,WA,2023,2,2023-02-15,174.6646,1204,43
Perth Airport,WA,2023,3,2023-03-15,176.3067,1365,45
Perth Airport,WA,2023,4,2023-04-15,181.6833,1386,47
Perth Airport,WA,2023,5,2023-05-15,174.2253,1476,48
Perth Airport,WA,2023,6,2023-06-15,174.0887,1449,49
Perth Airport,WA,2023,7,2023-07-15,175.6777,1531,51
Perth Airport,WA,2023,8,2023-08-15,193.8611,1565,51
Perth Airport,WA,2023,9,2023-09-15,201.4208,1535,52
Perth Airport,WA,2023,10,2023-10-15,192.9754,1632,53
Perth Airport,WA,2023,11,2023-11-15,190.8203,1620,54
Perth Airport,WA,2023,12,2023-12-15,178.8402,1727,56
Perth Airport,WA,2024,1,2024-01-15,176.8582,1736,56
Perth Airport,WA,2024,2,2024-02-15,186.5295,1624,56
Perth Airport,WA,2024,3,2024-03-15,185.0095,1736,56
Perth Airport,WA,2024,4,2024-04-15,191.4821,1718,58
Perth Airport,WA,2024,5,2024-05-15,188.1267,1815,60
Perth Airport,WA,2024,6,2024-06-15,180.2112,1800,60
Perth Airport,WA,2024,7,2024-07-15,182.6398,1860,60
Perth Airport,WA,2024,8,2024-08-15,178.9442,1873,61
Perth Airport,WA,2024,9,2024-09-15,169.4003,1859,62
Perth Airport,WA,2024,10,2024-10-15,171.2066,1922,62
Perth Airport,WA,2024,11,2024-11-15,169.2022,1860,62
Perth Airport,WA,2024,12,2024-12-15,171.7267,1935,63
Perth Airport,WA,2025,1,2025-01-15,178.3782,1973,65
Perth Airport,WA,2025,2,2025-02-15,177.8578,1824,66
Perth Airport,WA,2025,3,2025-03-15,175.0351,2065,68
Perth Airport,WA,2025,4,2025-04-15,172.4298,2082,70
Perth Airport,WA,2025,5,2025-05-15,168.0704,2170,70
Perth Airport,WA,2025,6,2025-06-15,171.5845,2100,70
Perth Airport,WA,2025,7,2025-07-15,173.7085,2170,70
Perth Airport,WA,2025,8,2025-08-15,172.1737,2170,70
Perth Airport,WA,2025,9,2025-09-15,172.853,2100,70
Perth Airport,WA,2025,10,2025-10-15,171.2056,2170,70
Perth Airport,WA,2025,11,2025-11-15,174.8944,2119,71
Perth Airport,WA,2025,12,2025-12-15,173.4397,2201,71
Perth Airport,WA,2026,1,2026-01-15,167.1326,2201,71
Perth Airport,WA,2026,2,2026-02-15,163.8411,1988,71
Perth Airport,WA,2026,3,2026-03-15,222.8212,2212,72
Perth Airport,WA,2026,4,2026-04-15,205.7312,2088,72
