state,station_id,name,name_norm,address,suburb,postcode,lat,lng
NSW,1-25EGFEF,United Petroleum Umina,united petroleum umina,"307-313 Ocean Beach Road, UMINA BEACH NSW 2257",UMINA BEACH,2257,-33.511231,151.318092
NSW,1-27WFD0H,United Petroleum Wilberforce,united petroleum wilberforce,"539 Wilberforce Rd, WILBERFORCE NSW 2756",WILBERFORCE,2756,-33.56288,150.83842
NSW,1-2AHQUAN,Toowoon Bay Service Station,toowoon bay service station,"142 Bay Rd, TOOWOON BAY NSW 2261",TOOWOON BAY,2261,-33.360126,151.497039
NSW,1-2AHS0MQ,Metro Petroleum Oakflats,metro petroleum oakflats,"80-82 Central Ave, OAK FLATS NSW 2529",OAK FLATS,2529,-34.562617,150.819412
NSW,1-2AYH9N2,Ampol Foodary Brunswick Heads R/H,ampol foodary brunswick heads r/h,"5 Tweed St, BRUNSWICK HEADS NSW 2483",BRUNSWICK HEADS,2483,-28.538168,153.548694
NSW,1-2AYI8Y1,Ampol Foodary Lambton,ampol foodary lambton,"422 Newcastle Road, NORTH LAMBTON NSW 2299",NORTH LAMBTON,2299,-32.9095591,151.7109683
NSW,1-2AYMU0Y,Ampol Nyngan,ampol nyngan,"39 Pangee St, NYNGAN NSW 2825",NYNGAN,2825,-31.560944,147.191497
NSW,1-2AYNI03,EG Ampol West Ryde,eg ampol west ryde,"924 Victoria Rd, WEST RYDE NSW 2114",WEST RYDE,2114,-33.810887,151.093485
NSW,1-2B7BB1X,TASCO Leeton Vance Rd,tasco leeton vance rd,"44-46 Vance Rd, LEETON NSW 2705",LEETON,2705,-34.54381,146.387014
NSW,1-2B7GTJU,Transwest Fuels,transwest fuels,"286 Manilla St, MANILLA NSW 2346",MANILLA,2346,-30.7397134,150.7162884
NSW,1-2B7HPDR,Transwest Fuels,transwest fuels,"2 Chelmsford St, KOOTINGAL NSW 2352",KOOTINGAL,2352,-31.0560489,151.0475884
NSW,1-2BDPTQH,Powerfuel,powerfuel,"101 Blaxcell St, GRANVILLE NSW 2142",GRANVILLE,2142,-33.842551,151.010602
NSW,1-2BG354P,BP Eastern Creek T/S,bp eastern creek t/s,"1 Wallgrove Rd, Eastern Creek NSW 2766",EASTERN CREEK,2766,-33.81127,150.84995
NSW,1-2BIBC2B,BP Matraville,bp matraville,"585 Bunnerong Rd, MATRAVILLE NSW 2036",MATRAVILLE,2036,-33.963312,151.231804
NSW,1-2BLJH7Z,7-Eleven Thornton,7-eleven thornton,"1 Weakleys Dr, THORNTON NSW 2322",THORNTON,2322,-32.7929856,151.6374608
NSW,1-2CAUREF,Mountain Motors Walcha,mountain motors walcha,"18n Derby St, WALCHA NSW 2354",WALCHA,2354,-30.984604,151.593797
NSW,1-2FN2KKT,South Petrol,south petrol,"48 Illawarra St, PORT KEMBLA NSW 2505",PORT KEMBLA,2505,-34.48657,150.901734
NSW,1-2G2PLSC,CALTEX MUSWELLBROOK,caltex muswellbrook,"42-50 Sydney St, MUSWELLBROOK NSW 2333",MUSWELLBROOK,2333,-32.268367,150.886748
NSW,1-2G595J6,BP Berowra,bp berowra,"111 Berowra Waters Rd, BEROWRA HEIGHTS NSW 2082",BEROWRA HEIGHTS,2082,-33.615454,151.141677
NSW,1-2G7V21L,Ampol Foodary Concord,ampol foodary concord,"87-89 Parramatta Rd, CONCORD NSW 2137",CONCORD,2137,-33.867895,151.099444
NSW,1-2GIS6FM,Bendy Kates,bendy kates,"2a Francis Hollis Dr, TATHRA NSW 2550",TATHRA,2550,-36.724103,149.977408
NSW,1-2GJ0WFI,BP Guildford,bp guildford,"257 Guildford Rd, GUILDFORD NSW 2161",GUILDFORD,2161,-33.85437,150.988836
NSW,1-2H8DCS6,Shell Wyong,shell wyong,"140 Pacific Hwy, WYONG NSW 2259",WYONG,2259,-33.2821101,151.4256232
NSW,1-2H8HZ06,Riverside Co,riverside co,"203 Charlotte Bay St, CHARLOTTE BAY NSW 2428",CHARLOTTE BAY,2428,-32.343233,152.51482
NSW,1-2H8K997,Greenwell Point Service Centre,greenwell point service centre,"85 Greenwell Point Rd, GREENWELL POINT NSW 2540",GREENWELL POINT,2540,-34.907742,150.731929
NSW,1-2H8L2AO,Ampol Bombala Depot,ampol bombala depot,"1 High Street, BOMBALA NSW 2632",BOMBALA,2632,-36.903943,149.2408217
NSW,1-2H8P33P,Ampol Goulburn Depot,ampol goulburn depot,"13 Sloane St, Goulburn NSW 2580",GOULBURN,2580,-34.77423,149.70893
NSW,1-2H8Q7AT,Ampol Bega Depot,ampol bega depot,"36 Lagoon Street, BEGA NSW 2550",BEGA,2550,-36.6685147,149.828596
NSW,1-2H8RJEA,Pearl Energy Greta,pearl energy greta,"122 High St, GRETA NSW 2334",GRETA,2334,-32.675933,151.387434
NSW,1-2H8STZU,BP Tenterfield,bp tenterfield,"69 Rouse St, TENTERFIELD NSW 2372",TENTERFIELD,2372,-29.064999,152.016886
NSW,1-2H8TNWN,Manildra Newsagency & Roadhouse,manildra newsagency & roadhouse,"2 Kiewa St, MANILDRA NSW 2865",MANILDRA,2865,-33.185679,148.687391
NSW,1-2HC43DH,7-Eleven Albion Park Rail,7-eleven albion park rail,"47-57 Princess Highway, ALBION PARK RAIL NSW 2527",ALBION PARK RAIL,2527,-34.552962,150.788927
NSW,1-2IZITG4,Metro Petroleum Chester Hill,metro petroleum chester hill,"172 Hector St, CHESTER HILL NSW 2162",CHESTER HILL,2162,-33.8889,151.005411
NSW,1-2IZMU8R,Ampol Foodary Chinderah,ampol foodary chinderah,"Tweed Valley Way, CHINDERAH NSW 2487",CHINDERAH,2487,-28.256781,153.527876
NSW,1-2IZSFQE,BP Haberfield,bp haberfield,"95-97 Ramsay St, HABERFIELD NSW 2045",HABERFIELD,2045,-33.881623,151.140229
NSW,1-2J022BW,Rural Supplies Coolamon,rural supplies coolamon,"82 Cowabbie St, COOLAMON NSW 2701",COOLAMON,2701,-34.817305,147.200239
NSW,1-2JF13A2,Willawarrin General Store and Post Office,willawarrin general store and post office,"44 Main St, WILLAWARRIN NSW 2440",WILLAWARRIN,2440,-30.929073,152.627128
NSW,1-2JF495G,EG Ampol Goulburn South,eg ampol goulburn south,"Corner Hume Street And Ducks Lane, GOULBURN NSW 2580",GOULBURN,2580,-34.772187499,149.68992537
NSW,1-2JJIT9Q,BP Silverwater,bp silverwater,"Cnr Silverwater Road & Derby Street, SILVERWATER NSW 2128",SILVERWATER,2128,-33.837648,151.046763
NSW,1-2JR49GA,BK Cafe and Fuel,bk cafe and fuel,"70 Court St, MANILLA NSW 2346",MANILLA,2346,-30.748218,150.724537
NSW,1-2JR76E0,Lowes Petroleum Service,lowes petroleum service,"4 Martin St, WILCANNIA NSW 2836",WILCANNIA,2836,-31.562264,143.376225
NSW,1-2JZHT1O,BP Rose Bay Central,bp rose bay central,"777 New South Head Rd, ROSE BAY NSW 2029",ROSE BAY,2029,-33.870581,151.268579
NSW,1-2JZID5Y,Ampol Cooma Truck Stop Polo Flat,ampol cooma truck stop polo flat,"2 Geebung St, POLO FLAT NSW 2630",POLO FLAT,2630,-36.224727,149.147857
NSW,1-2JZN1K1,Ampol Foodary Wyoming,ampol foodary wyoming,"465 Pacific Hwy, WYOMING NSW 2250",WYOMING,2250,-33.409462,151.349979
NSW,1-2JZNXEJ,Oasis Tuncurry,oasis tuncurry,"186 The Lakes Way, TUNCURRY NSW 2428",TUNCURRY,2428,-32.165452,152.493274
NSW,1-2K4Y4WA,Summers Oxley Vale Takeaway & Superette,summers oxley vale takeaway & superette,"171 Manilla Rd, OXLEY VALE NSW 2340",OXLEY VALE,2340,-31.057689,150.895119
NSW,1-2K52OCD,BP Wardell,bp wardell,"32 Fitzroy St, WARDELL NSW 2477",WARDELL,2477,-28.95026,153.465738
NSW,1-2K55NXB,Lawrence General & Liquor Store,lawrence general & liquor store,"1 Richmond St, LAWRENCE NSW 2460",LAWRENCE,2460,-29.499669,153.100149
NSW,1-2KBQ7S7,Emmdale Roadhouse,emmdale roadhouse,"15891 Barrier Highway, COBAR NSW 2835",COBAR,2835,-31.653308,144.268416
NSW,1-2KGCM3Q,Townsend General Store,townsend general store,"1 Scullin St, TOWNSEND NSW 2463",TOWNSEND,2463,-29.463879,153.217733
NSW,1-2KK2W43,EG Ampol Bateau Bay,eg ampol bateau bay,"9 Bay Village Rd, BATEAU BAY NSW 2261",BATEAU BAY,2261,-33.373145,151.473789
NSW,1-2KNC3LE,7-Eleven Gateshead,7-eleven gateshead,"13-15 Pacific Highway, GATESHEAD NSW 2290",GATESHEAD,2290,-32.987353,151.69179
NSW,1-2KPM7JD,Ampol Mittagong,ampol mittagong,"115 Main St, MITTAGONG NSW 2575",MITTAGONG,2575,-34.450278,150.445145
NSW,1-2KVWAQI,Nicholson Petroleum,nicholson petroleum,"11 Lower Rankin St, FORBES NSW 2871",FORBES,2871,-33.382469,148.011318
NSW,1-2KVWXNL,Casino Roadhouse,casino roadhouse,"86 Johnston St, CASINO NSW 2470",CASINO,2470,-28.859588,153.05626
NSW,1-2L1GSOA,Reel (Taralga) Pty Ltd,reel (taralga) pty ltd,"58 Bunnaby St, TARALGA NSW 2580",TARALGA,2580,-34.405792,149.819043
NSW,1-2L1L7ST,Ampol Banksmeadow Diesel Stop,ampol banksmeadow diesel stop,"1-3 Penrhyn Rd, BANKSMEADOW NSW 2019",BANKSMEADOW,2019,-33.963415,151.215444
NSW,1-2L1L8D7,Ampol Dubbo North Diesel Stop,ampol dubbo north diesel stop,"Lot 51 Bourke St (newell Hwy) Cnr River St, DUBBO NORTH NSW 2830",DUBBO NORTH,2830,-32.233601,148.611759
NSW,1-2L1LP3Z,Access Fuels Ebor,access fuels ebor,"1 Ebor St, EBOR NSW 2453",EBOR,2453,-30.397839,152.352838
NSW,1-2L1M6UB,Ampol Foodary Strathfield South,ampol foodary strathfield south,"600 Liverpool Rd, STRATHFIELD SOUTH NSW 2136",STRATHFIELD SOUTH,2136,-33.888188,151.074621
NSW,1-2L1MEE3,BP Narellan,bp narellan,"271 Camden Valley Way, NARELLAN NSW 2567",NARELLAN,2567,-34.041804,150.730913
NSW,1-2L5SQVK,Snowy Valley Service Centre,snowy valley service centre,"5332 Kosciuszko Rd, EAST JINDABYNE NSW 2627",EAST JINDABYNE,5332,-36.394047,148.65213
NSW,1-2L5TEAI,Ampol Port Macquarie,ampol port macquarie,"12-14 Bolwarra Rd, PORT MACQUARIE NSW 2444",PORT MACQUARIE,2444,-31.450165,152.885319
NSW,1-2L5TITB,Ampol Foodary Cambridge Park,ampol foodary cambridge park,"Lot 6 Star Court, CAMBRIDGE PARK NSW 2747",CAMBRIDGE PARK,2747,-33.740603,150.71723
NSW,1-2L7WH0O,Coombes Transport,coombes transport,"28 PERRY ST, MENINDEE NSW 2879",MENINDEE,2879,-32.38857726,142.4145289
NSW,1-2L7WHGZ,Aberdare Petroleum,aberdare petroleum,"81 Aberdare Rd, ABERDARE NSW 2325",ABERDARE,2325,-32.84359,151.37448
NSW,1-2LDJBIH,Metro Fuel Ulladulla,metro fuel ulladulla,"74 Princess Highway, ULLADULLA NSW 2539",ULLADULLA,2539,-35.350742,150.475984
NSW,1-2LENQ14,Ampol Foodary Werrington,ampol foodary werrington,"Dunheved Road, WERRINGTON NSW 2747",WERRINGTON,2747,-33.745821,150.741051
NSW,1-2LGXS3A,Shell Oberon,shell oberon,"1 Horace St, OBERON NSW 2787",OBERON,2787,-33.698365,149.859187
NSW,1-2LGYYF8,Sussex Inlet Service Station,sussex inlet service station,"1 Jacobs Dr, SUSSEX INLET NSW 2540",SUSSEX INLET,2540,-35.158315,150.584045
NSW,1-2LNLVZ6,BP Penshurst,bp penshurst,"494 Forest Rd, PENSHURST NSW 2222",PENSHURST,2222,-33.96333,151.090139
NSW,1-2LQSPA2,Ampol Foodary Dural,ampol foodary dural,"917-923 Old Northern Rd, DURAL NSW 2158",DURAL,2158,-33.68313,151.028749
NSW,1-2LQTSD4,Ampol Foodary Cherrybrook,ampol foodary cherrybrook,"67 Shepherds Dr, CHERRYBROOK NSW 2126",CHERRYBROOK,2126,-33.720696,151.045165
NSW,1-2LQU3UZ,Ampol Foodary Ermington,ampol foodary ermington,"560-562 Victoria Road, ERMINGTON NSW 2115",ERMINGTON,2115,-33.81396,151.054799
NSW,1-2LVC9NY,Pearl Energy Clarendon,pearl energy clarendon,"244 Hawkesbury Valley Way, CLARENDON NSW 2756",CLARENDON,2756,-33.60837,150.789218
NSW,1-2LVCA9J,Ampol Foodary Revesby,ampol foodary revesby,"181 The River Rd, REVESBY NSW 2212",REVESBY,2212,-33.955843,151.017295
NSW,1-2M4CVRB,Fuel Plus Harrington,fuel plus harrington,"85 Beach St, HARRINGTON NSW 2427",HARRINGTON,2427,-31.871649,152.682515
NSW,1-2M4CW8D,Ampol Foodary Port Macquarie,ampol foodary port macquarie,"29 Lord St, PORT MACQUARIE NSW 2444",PORT MACQUARIE,2444,-31.433245,152.917056
NSW,1-2M4HGXW,Ampol Foodary Kensington,ampol foodary kensington,"211-213 Anzac Parade, KENSINGTON NSW 2033",KENSINGTON,2033,-33.91465,151.225163
NSW,1-2M4HQ93,BOOST FUEL BARGO,boost fuel bargo,"116-118 Railside Ave, BARGO NSW 2574",BARGO,2574,-34.292913,150.579983
NSW,1-2MDJ6NX,Ampol Foodary Lakemba,ampol foodary lakemba,"516 Punchbowl Rd, LAKEMBA NSW 2195",LAKEMBA,2195,-33.911622,151.073203
NSW,1-2MDP8DV,MOBIL YENDA ROADHOUSE,mobil yenda roadhouse,"30-32 Mirrool Ave, YENDA NSW 2681",YENDA,2681,-34.249503,146.198155
NSW,1-2MDR8S5,United Bulahdelah,united bulahdelah,"9999 Pacific Hwy, BULAHDELAH NSW 2423",BULAHDELAH,9999,-32.386103,152.228612
NSW,1-2MDSLLM,Ampol Foodary Carlingford,ampol foodary carlingford,"131 Pennant Hills Rd, CARLINGFORD NSW 2118",CARLINGFORD,2118,-33.787648,151.027913
NSW,1-2MJ7806,Metro Tuggerah,metro tuggerah,"150 Pacific Hwy, TUGGERAH NSW 2259",TUGGERAH,2259,-33.300491,151.420879
NSW,1-2MN6C39,Ampol Foodary Kellyville,ampol foodary kellyville,"3-5 Windsor Rd, KELLYVILLE NSW 2155",KELLYVILLE,2155,-33.714327,150.960633
NSW,1-2MS04UE,Invergowrie General Store,invergowrie general store,"Invergowrie Store 171 Invergowrie Rd, INVERGOWRIE NSW 2350",INVERGOWRIE,2350,-30.519704,151.528389
NSW,1-2MS571W,Ampol Foodary Rutherford,ampol foodary rutherford,"134-138 New England Highway, RUTHERFORD NSW 2320",RUTHERFORD,2320,-32.720367,151.538027
NSW,1-2MS85Z5,Metro Warners Bay,metro warners bay,"1 Warners Bay Rd, WARNERS BAY NSW 2282",WARNERS BAY,2282,-32.981744,151.646174
NSW,1-2MV1H5E,Ampol Foodary Granville,ampol foodary granville,"144 Parramatta Rd, GRANVILLE NSW 2142",GRANVILLE,2142,-33.830266,151.010762
NSW,1-2MV5AC0,Ampol Denman,ampol denman,"8 Ogilvie St, DENMAN NSW 2328",DENMAN,2328,-32.389648,150.689138
NSW,1-2MXWQBK,Ampol Foodary Belmont North,ampol foodary belmont north,"406 Pacific Hwy, BELMONT NORTH NSW 2280",BELMONT NORTH,2280,-33.024759,151.662385
NSW,1-2MXZ9F7,Ampol Foodary Muswellbrook,ampol foodary muswellbrook,"84-86 Maitland St, MUSWELLBROOK NSW 2333",MUSWELLBROOK,2333,-32.277957,150.897954
NSW,1-2MY0642,Liberty Broadwater,liberty broadwater,"7-9 Pacific Hwy, BROADWATER NSW 2472",BROADWATER,2472,-29.019977,153.423829
NSW,1-2MY06OJ,Ampol Foodary Armidale Girraween,ampol foodary armidale girraween,"6-8 Queen Elizabeth Dr, ARMIDALE NSW 2350",ARMIDALE,2350,-30.503375,151.651003
NSW,1-2MY3EWI,Ampol Foodary Kingsgrove,ampol foodary kingsgrove,"351-357 Stoney Creek, KINGSGROVE NSW 2208",KINGSGROVE,2208,-33.951446,151.092424
NSW,1-2MY4IAC,Ampol Foodary Charlestown,ampol foodary charlestown,"81 Pacific Hwy, CHARLESTOWN NSW 2290",CHARLESTOWN,2290,-32.967285,151.695368
NSW,1-2MY5AN6,Ampol Foodary Armidale Airport,ampol foodary armidale airport,"New England Highway, ARMIDALE NSW 2350",ARMIDALE,2350,-30.532214,151.615881
NSW,1-2MY7YJD,Ampol Foodary Rosebery,ampol foodary rosebery,"321 Gardeners Rd, ROSEBERY NSW 2018",ROSEBERY,2018,-33.922956,151.205899
NSW,1-2N2L2TE,Pearl Energy Cessnock,pearl energy cessnock,"102 Wollombi Rd, CESSNOCK NSW 2325",CESSNOCK,2325,-32.83837,151.343653
NSW,1-2N2SB2W,Metro Glossodia,metro glossodia,"450 Creek Ridge Road, GLOSSODIA NSW 2756",GLOSSODIA,2756,-33.545745,150.794615
NSW,1-2N94MWR,BP Wilton,bp wilton,"1109 Argyle St, WILTON NSW 2571",WILTON,1109,-34.24056,150.699023
NSW,1-2N9XTI4,BP Young Roadhouse,bp young roadhouse,"Young Roadhouse 4623 Olympic Hwy, YOUNG NSW 2594",YOUNG,4623,-34.337558,148.282473
NSW,1-2P3KB8I,BP Ingleburn,bp ingleburn,"Cnr Williamson & McDonald Road, INGLEBURN NSW 2565",INGLEBURN,2565,-33.988541,150.859532
NSW,1-2P3KC06,7-Eleven Revesby South,7-eleven revesby south,"102 Milperra Rd, REVESBY NSW 2212",REVESBY,2212,-33.935593,151.009208
NSW,1-2P3SFCE,Ampol Foodary Manly,ampol foodary manly,"86 Pittwater Rd, MANLY NSW 2095",MANLY,2095,-33.793069,151.285802
NSW,1-2P3T01W,Ampol Foodary Brookvale,ampol foodary brookvale,"740-742 Pittwater Rd, BROOKVALE NSW 2100",BROOKVALE,2100,-33.761424,151.274598
NSW,1-2P47I9X,U-Go Lake Munmorah (self-serve),u-go lake munmorah (self-serve),"1135 Pacific Highway, LAKE MUNMORAH NSW 2259",LAKE MUNMORAH,1135,-33.186409,151.552225
NSW,1-2R0EKCQ,Hillston Hardware Mobil Service Station,hillston hardware mobil service station,"8 Grattan St, HILLSTON NSW 2675",HILLSTON,2675,-33.488033,145.533114
NSW,1-2R0W0HJ,Metro Tamworth,metro tamworth,"360 Armidale Rd, EAST TAMWORTH NSW 2340",EAST TAMWORTH,2340,-31.114077,150.961366
NSW,1-2RCJV9W,Ampol Foodary Lightning Ridge,ampol foodary lightning ridge,"Cnr Onyx St, LIGHTNING RIDGE NSW 2834",LIGHTNING RIDGE,2834,-29.429312,147.974698
NSW,1-2RCL0ML,Ampol Foodary Moree,ampol foodary moree,"54 Alice St, MOREE NSW 2400",MOREE,2400,-29.471495,149.84344
NSW,1-2RQJU7M,White Cliffs Outback Store Pty Ltd,white cliffs outback store pty ltd,"Cnr Keraro Rd & Johnston St, WHITE CLIFFS NSW 2836",WHITE CLIFFS,2836,-31.0204002,143.0403618
NSW,1-2RQLJ0H,Tibooburra Food & Fuel,tibooburra food & fuel,"49 Briscoe St, TIBOOBURRA NSW 2880",TIBOOBURRA,2880,-29.43,142.0111
NSW,1-2TFGSRU,Pacific Mobil,pacific mobil,"11 Hanlon Street, PARKES NSW 2870",PARKES,2870,-33.154183,148.159711
NSW,1-2TPKAMV,Costco Marsden Park (Members only),costco marsden park,"10 Langford Drive, MARSDEN PARK NSW 2765",MARSDEN PARK,2765,-33.722985,150.840858
NSW,1-2UO0O49,Guyra Fourways Service Centre,guyra fourways service centre,"87-89 Bradley St, GUYRA NSW 2365",GUYRA,2365,-30.217283,151.672271
NSW,1-2VBKXZP,Packsaddle Roadhouse,packsaddle roadhouse,"Packsaddle Roadhouse 17242 Silver City Hwy, PACKSADDLE NSW 2880",PACKSADDLE,2880,-30.610225,141.96671
NSW,1-2VBLGLV,Ampol Foodary Waitara,ampol foodary waitara,"59-61 Pacific Highway, WAITARA NSW 2077",WAITARA,2077,-33.710531,151.102447
NSW,1-2VBWIKE,United Terrey HILLS,united terrey hills,"43 Booralie Rd, TERREY HILLS NSW 2084",TERREY HILLS,2084,-33.680181,151.225022
NSW,1-2VBWJ1G,Ampol Foodary Randwick,ampol foodary randwick,"2 Alison Rd, RANDWICK NSW 2031",RANDWICK,2031,-33.906604,151.232031
NSW,1-2VDRPG8,Mobil Five Ways Servo Tumut,mobil five ways servo tumut,"3 Blowering Rd, TUMUT NSW 2720",TUMUT,2720,-35.311298,148.23069
NSW,1-2VDUMXA,Ampol Foodary Wentworthville,ampol foodary wentworthville,"313 Great Western Hwy, SOUTH WENTWORTHVILLE NSW 2145",SOUTH WENTWORTHVILLE,2145,-33.816223,150.971793
NSW,1-2VDXUF0,Metro Petroleum Goulburn,metro petroleum goulburn,"62-68 Clinton Street, GOULBURN NSW 2580",GOULBURN,2580,-34.757136,149.714125
NSW,1-2VH9XRI,BP Nambucca T/C,bp nambucca t/c,"2 Corkwood Rd, VALLA NSW 2448",VALLA,2448,-30.627211,152.972277
NSW,1-2VJJHJ1,Metro Yagoona,metro yagoona,"585 Hume Hwy, YAGOONA NSW 2199",YAGOONA,2199,-33.906106,151.014058
NSW,1-2VJJI52,United Tenterfield,united tenterfield,"94 Rouse St, TENTERFIELD NSW 2372",TENTERFIELD,2372,-29.06241,152.017206
NSW,1-2VOIL60,Ampol Foodary Forresters Beach,ampol foodary forresters beach,"The Entrance, FORRESTERS BEACH NSW 2260",FORRESTERS BEACH,2260,-33.40061,151.468836
NSW,1-2VOK70Q,Metro Petroleum Belmore,metro petroleum belmore,"442 Punchbowl Rd, BELMORE NSW 2192",BELMORE,2192,-33.907933,151.076962
NSW,1-2VTYWXQ,Metro Petroleum Cootamundra,metro petroleum cootamundra,"111 Sutton St, COOTAMUNDRA NSW 2590",COOTAMUNDRA,2590,-34.644482,148.024038
NSW,1-2VWUIZO,Metro Petroleum Heatherbrae,metro petroleum heatherbrae,"206 Adelaide Street, HEATHERBRAE NSW 2324",HEATHERBRAE,2324,-32.780587,151.737605
NSW,1-2VWUJLK,Ampol Foodary Penrith,ampol foodary penrith,"2 Lugard St, PENRITH NSW 2750",PENRITH,2750,-33.734363,150.693335
NSW,1-2WA3LLM,BP Termeil,bp termeil,"1600 Princes Hwy, TERMEIL NSW 2539",TERMEIL,1600,-35.4857525,150.3381923
NSW,1-2WAZ7UQ,Ampol Tahmoor,ampol tahmoor,"2900 REMEMBRANCE DVWY, BARGO NSW 2574",BARGO,2900,-34.24456118,150.57791151
NSW,1-2WAZED6,U-Go Carlingford Court (Self- serve),u-go carlingford court (self- serve),"797 Pennant Hills Road, CARLINGFORD NSW 2118",CARLINGFORD,2118,-33.775823,151.051729
NSW,1-2WB29Y6,Ampol Rutherford Diesel Stop,ampol rutherford diesel stop,"83 Mustang Dr, RUTHERFORD NSW 2320",RUTHERFORD,2320,-32.704828,151.498701
NSW,1-2WB2P89,Ampol Foodary Tempe,ampol foodary tempe,"775 Princes Hwy, TEMPE NSW 2044",TEMPE,2044,-33.925315,151.160059
NSW,1-2WIGRDE,Mobil Muswellbrook,mobil muswellbrook,"49-51 Maitland St, MUSWELLBROOK NSW 2333",MUSWELLBROOK,2333,-32.2721887,150.8900116
NSW,1-2WKOTUU,Ampol Foodary Kogarah,ampol foodary kogarah,"29 President Ave, KOGARAH NSW 2217",KOGARAH,2217,-33.965163,151.14115
NSW,1-2WKVIFK,Metro Petroleum Bellbird,metro petroleum bellbird,"380 Wollombi Rd, BELLBIRD NSW 2325",BELLBIRD,2325,-32.8490598,151.329173147
NSW,1-2WNTP9Y,Ampol Foodary Beacon Hill,ampol foodary beacon hill,"176 Warringah Rd, BEACON HILL NSW 2100",BEACON HILL,2100,-33.753807,151.2602299
NSW,1-2WNWXH1,Liberty Moruya,liberty moruya,"5 Princes Hwy, MORUYA NSW 2537",MORUYA,2537,-35.90459,150.081623
NSW,1-2WRWIYW,Shell Reddy  Express North Richmond,shell reddy express north richmond,"75-78 Bells Line Of Road, NORTH RICHMOND NSW 2754",NORTH RICHMOND,2754,-33.577734,150.718917
NSW,1-2WRYWX0,Eungai Rail Petrol & Diesel,eungai rail petrol & diesel,"8 Station St, EUNGAI RAIL NSW 2441",EUNGAI RAIL,2441,-30.850821,152.9016
NSW,1-2WT65WY,AP Punchbowl,ap punchbowl,"Cnr Dudley St & Punchbowl Rd, PUNCHBOWL NSW 2196",PUNCHBOWL,2196,-33.923055,151.058896
NSW,1-2WYDOZW,Speedway Mt Pritchard,speedway mt pritchard,"348 Elizabeth Dr, MOUNT PRITCHARD NSW 2170",MOUNT PRITCHARD,2170,-33.903154,150.896383
NSW,1-2WZCF07,Shell Goonellabah,shell goonellabah,"753 Ballina Road, GOONELLABAH NSW 2480",GOONELLABAH,2480,-28.8133873,153.3391471
NSW,1-2WZCFM1,Shell Wollongbar,shell wollongbar,"1185 Bruxner Hwy, WOLLONGBAR NSW 2477",WOLLONGBAR,1185,-28.815548,153.403428
NSW,1-2X5YPUL,SHELL WINGHAM SERVO,shell wingham servo,"24 Murray Road, WINGHAM NSW 2429",WINGHAM,2429,-31.8686868,152.3620177
NSW,1-2X7C3SC,7-Eleven Kanwal,7-eleven kanwal,"207-209 Wallarah Rd, KANWAL NSW 2259",KANWAL,2259,-33.2528645,151.4931737
NSW,1-2X8USTW,Andys Garage Bray Park,andys garage bray park,"46-48 Kyogle Rd, BRAY PARK NSW 2484",BRAY PARK,2484,-28.340999,153.374884
NSW,1-2X8XX1D,BP Ulladulla,bp ulladulla,"153 Princess Highway, ULLADULLA NSW 2539",ULLADULLA,2539,-35.362843,150.47273
NSW,1-2XA6ZVK,Ampol Foodary Hamilton,ampol foodary hamilton,"59-63 Tudor Street, HAMILTON NSW 2303",HAMILTON,2303,-32.924642,151.751357
NSW,1-2XD7NYK,U-Go Rozelle (Self - Serve),u-go rozelle (self - serve),"121 Victoria Rd, ROZELLE NSW 2039",ROZELLE,2039,-33.862552,151.168475
NSW,1-2XDCJYE,Ampol Foodary Salt Ash,ampol foodary salt ash,"2893 Nelson Bay Rd, SALT ASH NSW 2318",SALT ASH,2893,-32.786649,151.933639
NSW,1-2XDI9E0,Ampol Foodary Thornleigh,ampol foodary thornleigh,"200-202 Pennant Hills Road, THORNLEIGH NSW 2120",THORNLEIGH,2120,-33.7266,151.08363
NSW,1-2XHX6XS,Norris Park IGA - MOGAS,norris park iga - mogas,"545 Union Rd, NORTH ALBURY NSW 2640",NORTH ALBURY,2640,-36.051254,146.921149
NSW,1-2XHY5XC,Glen Artney Truck Repairs,glen artney truck repairs,"55-67 Armstrong St, WESTDALE NSW 2340",WESTDALE,2340,-31.075069,150.853261
NSW,1-2XUSW9G,Ampol Foodary New Lambton,ampol foodary new lambton,"148 Bridges Rd, NEW LAMBTON NSW 2305",NEW LAMBTON,2305,-32.932783,151.713774
NSW,1-2XUWKCD,Black Stump Service Station,black stump service station,"119 Binnia St, COOLAH NSW 2843",COOLAH,2843,-31.827424,149.715638
NSW,1-2XUWKZB,Coolahs Top Service Station,coolahs top service station,"1a Binnia St, COOLAH NSW 2843",COOLAH,2843,-31.819717,149.725151
NSW,1-2XVO1BV,Mobil Fuel North Haven,mobil fuel north haven,"Shop 1 531 Ocean Dr, NORTH HAVEN NSW 2443",NORTH HAVEN,2443,-31.642115,152.810203
NSW,1-2XXL65Q,Ampol Cameron Park,ampol cameron park,"119 Stenhouse Dr, CAMERON PARK NSW 2285",CAMERON PARK,2285,-32.896448,151.597315
NSW,1-2YAW6MC,Ampol Foodary Berowra,ampol foodary berowra,"12-14 Berowra Waters Rd, BEROWRA NSW 2081",BEROWRA,2081,-33.623381,151.150554
NSW,1-2YE3F6I,Ampol Foodary North Richmond,ampol foodary north richmond,"50 Bells Line of Road, NORTH RICHMOND NSW 2754",NORTH RICHMOND,2754,-33.579975,150.719994
